text,Ground truth,TextBlob,BERT
cool game at low mb 😎,,,
Fun game to play,,,
gameplay is good,,,
nice game pew pew pew,,,
Really fun game,,,
short wait time for energy,,,
Fun little time killer.,,,
it's a very good game.,,,
great game so far,,,
great game I like it,,,
please give us more characters,,,
fun to play,,,
I like it it's a good game,,,
i loved this game,,,
great game good vibess,,,
great game. thanks,,,
lots of fun,,,
It is a very good game,,,
it's pretty fun,,,
fun to play,,,
good and nice game,,,
nice game.. addict to it,,,
like this game more than I was thinking,,,
actually pretty fun ngl,,,
love this game,,,
pretty good wave defense,,,
fun game to play,,,
ehh kinda a slow game,,,
ok game just started.,,,
It's not actual playgame,,,
love this game,,,
more event and free gift,,,
"W game, chill and nice",,,
Me enjoy this game...,,,
Very p2w kind of games,,,
This is 100% pay to win.,,,
Game is Really good,,,
fun to play,,,
it's amazing game,,,
I think this game ..I like it,,,
Ads picture is lying,,,
just chill to waste time,,,
good game overall,,,
gud game will play again,,,
fun to play,,,
good game nice effect,,,
it's a fun game,,,
it's a fun game,,,
good and best game,,,
fun to play,,,
nice zombie game!,,,
I love to bang bang,,,
I like it fun,,,
very fun game,,,
fun to play,,,
very fun game,,,
best strategy game,,,
fun to play,,,
fun to play,,,
it's a cool game,,,
make it easier,,,
pretty decent actually,,,
very good game!,,,
fun little game,,,
great little game,,,
fun past time game,,,
it's a good Game,,,
fun to play,,,
surprisingly great game,,,
pretty fun game,,,
fun little game,,,
it's a fun game.,,,
seems pretty legit do far,,,
Not to bad lil slaw but good,,,
fun little game,,,
Best game forever,,,
the game is fun.,,,
it is so fun,,,
great game so far,,,
fun little game,,,
Not that bad of a idle game,,,
i love the game,,,
Good fun game!,,,
a lot of fun,,,
amazing game I love it,,,
the best game ever,,,
very nice 👍🏻 i love it,,,
make the gun faster,,,
fun to kill time,,,
Fun to play,,,
it's enjoyable,,,
super fun game,,,
games is awesome,,,
pretty decent game,,,
grind not worth post lvl 15,,,
love this game,,,
pretty fun game,,,
not good could be better,,,
I like the game,,,
coom game very entertaining,,,
decent and fun,,,
more then good it's great 👍,,,
really great game,,,
NOT GIVING THE SKILL THAT I NEEDED!!!! SCAM,,,
Parækesis olmò beaulifica! :),,,
enjoying this game sofar,,,
I like this game,,,
very good game,,,
I like playing this game,,,
pretty fun game,,,
pretty fun game,,,
good game play!,,,
pretty good so far,,,
Actual game I enjoy!,,,
why does it limit you with daily stam?,,,
I like the game,,,
fun game with,,,
pretty good time waster,,,
good game fun time killer,,,
decent game so far,,,
honestly pretty fun,,,
great casual game,,,
really cool time killer,,,
nice game..awesome,,,
game is fun,,,
good and fun,,,
make it offline available pls,,,
Ad was real,,,
i like it it's ok,,,
great to play,,,
Love this game,,,
love the game,,,
Great game definitely recommend,,,
I like this game,,,
Where's Kamen Rider Kuuga as advertised on social media?,,,
it's a good game,,,
Very nice game,,,
love the game,,,
need more pay out,,,
love the game,,,
i like this game i love this game,,,
need more energy,,,
The best game I have ever played,,,
Really good game,,,
till one ofthe elites goes under the map.and behind the fence line and screws your once a day run.......,,,
grate fun game,,,
pretty good so far,,,
it's avery good game,,,
Zombie Wave only older,,,
not a bad time waster,,,
game is fun,,,
good times. groovy Habibi.,,,
it's fun enough,,,
highly addictive and im a ftp player ;),,,
Not like the add,,,
i like this game.,,,
Good game so far.,,,
very good game,,,
great game daily game,,,
love the game,,,
great one addictive,,,
The game name is phenominal.,,,
Decent defense game.,,,
good game time killer,,,
nice game to play,,,
"so far, not bad",,,
I am enjoying it!,,,
this is a great game,,,
best game of years,,,
it a good game,,,
really good game,,,
it's fun atm,,,
very good game thanks,,,
fun zombie game,,,
fun game ever,,,
like it so far,,,
pretty okay so far,,,
it's a fun game to play,,,
it's interesting,,,
good idle game,,,
very cool so far,,,
It's a fun game.,,,
best game ever,,,
so far good game,,,
fun Lil wave survival game,,,
fun idle game,,,
Need more mode,,,
good game so far,,,
seems pretty good so far,,,
very entretein game,,,
best game ever,,,
fun little game,,,
so good so far.,,,
a fun game,,,
it's a good game,,,
Because I cannot get the diamond,,,
decent zombie shooter,,,
Fun casual game,,,
fun decent game,,,
so far so good,,,
need more to do,,,
wicked awesome game,,,
Good but grindy,,,
Insanely pay to win/advance,,,
Too much RNG.,,,
fun so far,,,
fun so far,,,
fun so far,,,
pretty good game ngl,,,
let's play fun 👍,,,
good if ur patient,,,
good game well at least to me,,,
exactly like doodle mage,,,
it seems fun,,,
pretty good game,,,
so far so good!,,,
Add banging the survivors to the game,,,
very amazing game,,,
"good game, ggwp",,,
Good toilet game,,,
pretty cool game,,,
Fun so far.,,,
loving it so far,,,
Talk about. pay to win game,,,
awesome time waster.,,,
so far so good,,,
so far so good,,,
trash game still lmao,,,
so far so good,,,
so far loving it,,,
so far so good,,,
not bad at all,,,
same as most p2w,,,
Good game so far.,,,
actually good game,,,
good game fun,,,
so far so good,,,
Lots of fun!,,,
Fun to play,,,
so far so good,,,
need more gold,,,
good game... i like !!!,,,
good time consumer,,,
bear game ever,,,
fun time waster,,,
so far so good.,,,
the game is good,,,
pretty fun game,,,
need more cd key to start,,,
fun as hell.,,,
ya it's fun,,,
I enjoy playing,,,
I love this game,,,
great time waster,,,
Need money To play,,,
great time sink.,,,
good game thx habby,,,
best game ever,,,
Stupid and boring 😴,,,
need more gold,,,
job well done,,,
the game is alright,,,
fix your servers,,,
it's alright so far,,,
fun gun game,,,
so far so sun,,,
very good game,,,
very good game,,,
fun so far,,,
i like the game.,,,
good to pass time,,,
it's a grate concept,,,
very good game 😊👍👍,,,
"so far, not bad.",,,
good and funny,,,
loving it so far,,,
this game rocks!,,,
Ruim q doi,,,
GG10/10 PAST TIME,,,
it's a ok game,,,
good to kill time,,,
need free event,,,
great game to play,,,
is a great game,,,
not a bad game,,,
love this game,,,
good game.. pretty chilled,,,
fun to play,,,
could be better,,,
fun but ptp...,,,
Decent game so far,,,
better than I thought it would be,,,
the best game ever,,,
good chillin game,,,
really good game,,,
grind and pay to win,,,
A bit too much chance.,,,
its so fun,,,
very nice game,,,
Bad don't play,,,
I'm doing this for an reward.,,,
very good TD,,,
"So far, so good.",,,
"hour in, it's...ok.",,,
I can't enter to my account,,,
Good stuff bruh.,,,
good fun game,,,
it's a good time killer..,,,
Challenges are adept.,,,
Very good game,,,
so far... very good,,,
keep you entertained,,,
super fun yo,,,
definitely a good time killer,,,
it's a game to pass the time by that's it,,,
not bad games,,,
fun chill game,,,
It's a lot of fun,,,
Kool time waster I love it,,,
addicted boost my luck please,,,
great game fr,,,
Game is poop.,,,
very good game,,,
overall good game,,,
Lied in ad,,,
Good time passer,,,
Tonnes of fun,,,
very nice 👍👍👍 game,,,
Game is Challenging.,,,
seems ok so far,,,
fun so far,,,
very nice game,,,
good afk game.,,,
Great time passer,,,
Slow amd boring,,,
It is a good game❤,,,
fun time waster,,,
To much bug,,,
you get what you download,,,
Great time waster,,,
really good game,,,
pay for power..not good,,,
worth the wait,,,
"Fun, ready time killer",,,
great so far,,,
yaaa good yaa nice,,,
Very good game,,,
Hard to get a gun,,,
Not a bad game,,,
soo hard to win,,,
Enjoying the game,,,
ok game....kinda p2w,,,
I love your game,,,
great 👍.... nice game 🎯,,,
Its alright ig,,,
Goodnight my other games,,,
good game so far,,,
little man go pew pew,,,
Not too bad honestly,,,
good time waster,,,
Stamina mechanic is wack,,,
so far so good...😅,,,
alright so far...,,,
it's ok game,,,
this experience is AMAZING!!,,,
how to get new gun.,,,
its good game.nice,,,
good up grades,,,
good and fun,,,
fun for now,,,
best ever I played,,,
It's awesome,,,
Fun time sink,,,
james and u Deanna Williams and the other two have,,,
Remove the notice!,,,
I like good game,,,
ya good need lovens,,,
Pretty good so far,,,
pay to win game,,,
It isn't a bad time killer.,,,
best game ever,,,
like this game,,,
so far so good,,,
so far so good,,,
Lied in the ad,,,
"Mid, ads lied",,,
so far so good,,,
give us free aiming,,,
Turn off the ticker,,,
Game was ok,,,
it's nice..,,,
lol this game wow,,,
bestt and funn,,,
ok passed the time.,,,
not a bad time killer,,,
